game_id,season,team,venue,date,time,matchup,home_away
2023020321,20232024,BOS,Nationwide Arena,2023-11-27,07:00 PM,BOS@CBJ,away
2023020322,20232024,NYR,Madison Square Garden,2023-11-27,07:00 PM,BUF@NYR,home
2023020322,20232024,BUF,Madison Square Garden,2023-11-27,07:00 PM,BUF@NYR,away
2023020323,20232024,OTT,Canadian Tire Centre,2023-11-27,07:00 PM,FLA@OTT,home
2023020323,20232024,FLA,Canadian Tire Centre,2023-11-27,07:00 PM,FLA@OTT,away
2023020324,20232024,COL,Ball Arena,2023-11-27,09:00 PM,TBL@COL,home
2023020324,20232024,TBL,Ball Arena,2023-11-27,09:00 PM,TBL@COL,away
2023020325,20232024,CGY,Scotiabank Saddledome,2023-11-27,09:30 PM,VGK@CGY,home
2023020325,20232024,VGK,Scotiabank Saddledome,2023-11-27,09:30 PM,VGK@CGY,away
2023020326,20232024,SJS,SAP Center at San Jose,2023-11-27,10:30 PM,WSH@SJS,home
2023020326,20232024,WSH,SAP Center at San Jose,2023-11-27,10:30 PM,WSH@SJS,away
2023020327,20232024,NJD,Prudential Center,2023-11-28,07:00 PM,NYI@NJD,home
2023020327,20232024,NYI,Prudential Center,2023-11-28,07:00 PM,NYI@NJD,away
2023020328,20232024,PHI,Wells Fargo Center,2023-11-28,07:30 PM,CAR@PHI,home
2023020328,20232024,CAR,Wells Fargo Center,2023-11-28,07:30 PM,CAR@PHI,away
2023020329,20232024,TOR,Scotiabank Arena,2023-11-28,07:00 PM,FLA@TOR,home
2023020329,20232024,FLA,Scotiabank Arena,2023-11-28,07:00 PM,FLA@TOR,away
2023020330,20232024,MIN,Xcel Energy Center,2023-11-28,08:00 PM,STL@MIN,home
2023020330,20232024,STL,Xcel Energy Center,2023-11-28,08:00 PM,STL@MIN,away
2023020331,20232024,PIT,Bridgestone Arena,2023-11-28,08:00 PM,PIT@NSH,away
2023020331,20232024,NSH,Bridgestone Arena,2023-11-28,08:00 PM,PIT@NSH,home
2023020332,20232024,WPG,Canada Life Centre,2023-11-28,08:00 PM,DAL@WPG,home
2023020332,20232024,DAL,Canada Life Centre,2023-11-28,08:00 PM,DAL@WPG,away
2023020333,20232024,CHI,United Center,2023-11-28,08:30 PM,SEA@CHI,home
2023020333,20232024,SEA,United Center,2023-11-28,08:30 PM,SEA@CHI,away
2023020334,20232024,ARI,Mullett Arena,2023-11-28,09:00 PM,TBL@ARI,home
2023020334,20232024,TBL,Mullett Arena,2023-11-28,09:00 PM,TBL@ARI,away
2023020335,20232024,VGK,Rogers Place,2023-11-28,09:00 PM,VGK@EDM,away
2023020335,20232024,EDM,Rogers Place,2023-11-28,09:00 PM,VGK@EDM,home
2023020336,20232024,ANA,Rogers Arena,2023-11-28,10:00 PM,ANA@VAN,away
2023020336,20232024,VAN,Rogers Arena,2023-11-28,10:00 PM,ANA@VAN,home
2023020337,20232024,CBJ,Nationwide Arena,2023-11-29,07:00 PM,MTL@CBJ,home
2023020337,20232024,MTL,Nationwide Arena,2023-11-29,07:00 PM,MTL@CBJ,away
2023020338,20232024,DET,Madison Square Garden,2023-11-29,07:30 PM,DET@NYR,away
2023020338,20232024,NYR,Madison Square Garden,2023-11-29,07:30 PM,DET@NYR,home
2023020339,20232024,WSH,Crypto.com Arena,2023-11-29,10:30 PM,WSH@LAK,away
2023020339,20232024,LAK,Crypto.com Arena,2023-11-29,10:30 PM,WSH@LAK,home
2023020340,20232024,SJS,TD Garden,2023-11-30,07:00 PM,SJS@BOS,away
2023020340,20232024,BOS,TD Garden,2023-11-30,07:00 PM,SJS@BOS,home
2023020341,20232024,NYI,PNC Arena,2023-11-30,07:30 PM,NYI@CAR,away
2023020341,20232024,CAR,PNC Arena,2023-11-30,07:30 PM,NYI@CAR,home
2023020342,20232024,CHI,Little Caesars Arena,2023-11-30,07:00 PM,CHI@DET,away
2023020342,20232024,DET,Little Caesars Arena,2023-11-30,07:00 PM,CHI@DET,home
2023020343,20232024,MTL,Centre Bell,2023-11-30,07:00 PM,FLA@MTL,home
2023020343,20232024,FLA,Centre Bell,2023-11-30,07:00 PM,FLA@MTL,away
2023020344,20232024,PHI,Wells Fargo Center,2023-11-30,07:00 PM,NJD@PHI,home
2023020344,20232024,NJD,Wells Fargo Center,2023-11-30,07:00 PM,NJD@PHI,away
2023020345,20232024,PIT,Amalie Arena,2023-11-30,07:00 PM,PIT@TBL,away
2023020345,20232024,TBL,Amalie Arena,2023-11-30,07:00 PM,PIT@TBL,home
2023020346,20232024,TOR,Scotiabank Arena,2023-11-30,07:00 PM,SEA@TOR,home
2023020346,20232024,SEA,Scotiabank Arena,2023-11-30,07:00 PM,SEA@TOR,away
2023020347,20232024,MIN,Bridgestone Arena,2023-11-30,08:00 PM,MIN@NSH,away
2023020347,20232024,NSH,Bridgestone Arena,2023-11-30,08:00 PM,MIN@NSH,home
2023020348,20232024,STL,Enterprise Center,2023-11-30,08:00 PM,BUF@STL,home
2023020348,20232024,BUF,Enterprise Center,2023-11-30,08:00 PM,BUF@STL,away
2023020349,20232024,EDM,Canada Life Centre,2023-11-30,08:00 PM,EDM@WPG,away
2023020349,20232024,WPG,Canada Life Centre,2023-11-30,08:00 PM,EDM@WPG,home
2023020350,20232024,COL,Mullett Arena,2023-11-30,09:00 PM,COL@ARI,away
2023020350,20232024,ARI,Mullett Arena,2023-11-30,09:00 PM,COL@ARI,home
2023020351,20232024,CGY,Scotiabank Saddledome,2023-11-30,09:00 PM,DAL@CGY,home
2023020351,20232024,DAL,Scotiabank Saddledome,2023-11-30,09:00 PM,DAL@CGY,away
2023020352,20232024,WSH,Honda Center,2023-11-30,10:00 PM,WSH@ANA,away
2023020352,20232024,ANA,Honda Center,2023-11-30,10:00 PM,WSH@ANA,home
2023020353,20232024,VAN,Rogers Arena,2023-11-30,10:00 PM,VGK@VAN,home
2023020353,20232024,VGK,Rogers Arena,2023-11-30,10:00 PM,VGK@VAN,away
2023020354,20232024,OTT,Nationwide Arena,2023-12-01,07:00 PM,OTT@CBJ,away
2023020354,20232024,CBJ,Nationwide Arena,2023-12-01,07:00 PM,OTT@CBJ,home
2023020355,20232024,SJS,Prudential Center,2023-12-01,07:00 PM,SJS@NJD,away
2023020355,20232024,NJD,Prudential Center,2023-12-01,07:00 PM,SJS@NJD,home
2023020356,20232024,TBL,American Airlines Center,2023-12-02,02:00 PM,TBL@DAL,away
2023020356,20232024,DAL,American Airlines Center,2023-12-02,02:00 PM,TBL@DAL,home
2023020357,20232024,WPG,Canada Life Centre,2023-12-02,03:00 PM,CHI@WPG,home
2023020357,20232024,CHI,Canada Life Centre,2023-12-02,03:00 PM,CHI@WPG,away
2023020358,20232024,NYR,Bridgestone Arena,2023-12-02,04:30 PM,NYR@NSH,away
2023020358,20232024,NSH,Bridgestone Arena,2023-12-02,04:30 PM,NYR@NSH,home
2023020359,20232024,NYI,Amerant Bank Arena,2023-12-02,06:00 PM,NYI@FLA,away
2023020359,20232024,FLA,Amerant Bank Arena,2023-12-02,06:00 PM,NYI@FLA,home
2023020360,20232024,BUF,PNC Arena,2023-12-02,07:00 PM,BUF@CAR,away
2023020360,20232024,CAR,PNC Arena,2023-12-02,07:00 PM,BUF@CAR,home
2023020361,20232024,DET,Centre Bell,2023-12-02,07:00 PM,DET@MTL,away
2023020361,20232024,MTL,Centre Bell,2023-12-02,07:00 PM,DET@MTL,home
2023020362,20232024,SEA,Canadian Tire Centre,2023-12-02,07:00 PM,SEA@OTT,away
2023020362,20232024,OTT,Canadian Tire Centre,2023-12-02,07:00 PM,SEA@OTT,home
2023020363,20232024,PHI,PPG Paints Arena,2023-12-02,07:00 PM,PHI@PIT,away
2023020363,20232024,PIT,PPG Paints Arena,2023-12-02,07:00 PM,PHI@PIT,home
2023020364,20232024,BOS,Scotiabank Arena,2023-12-02,07:00 PM,BOS@TOR,away
2023020364,20232024,TOR,Scotiabank Arena,2023-12-02,07:00 PM,BOS@TOR,home
2023020365,20232024,STL,Mullett Arena,2023-12-02,09:00 PM,STL@ARI,away
2023020365,20232024,ARI,Mullett Arena,2023-12-02,09:00 PM,STL@ARI,home
2023020366,20232024,COL,Honda Center,2023-12-02,10:00 PM,COL@ANA,away
2023020366,20232024,ANA,Honda Center,2023-12-02,10:00 PM,COL@ANA,home
2023020367,20232024,VAN,Scotiabank Saddledome,2023-12-02,10:00 PM,VAN@CGY,away
2023020367,20232024,CGY,Scotiabank Saddledome,2023-12-02,10:00 PM,VAN@CGY,home
2023020368,20232024,VGK,T-Mobile Arena,2023-12-02,10:00 PM,WSH@VGK,home
2023020368,20232024,WSH,T-Mobile Arena,2023-12-02,10:00 PM,WSH@VGK,away
2023020369,20232024,MIN,Xcel Energy Center,2023-12-03,02:00 PM,CHI@MIN,home
2023020369,20232024,CHI,Xcel Energy Center,2023-12-03,02:00 PM,CHI@MIN,away
2023020370,20232024,SJS,Madison Square Garden,2023-12-03,06:00 PM,SJS@NYR,away
2023020370,20232024,NYR,Madison Square Garden,2023-12-03,06:00 PM,SJS@NYR,home
2023020371,20232024,CBJ,TD Garden,2023-12-03,07:00 PM,CBJ@BOS,away
2023020371,20232024,BOS,TD Garden,2023-12-03,07:00 PM,CBJ@BOS,home
2023020372,20232024,NSH,KeyBank Center,2023-12-03,07:00 PM,NSH@BUF,away
2023020372,20232024,BUF,KeyBank Center,2023-12-03,07:00 PM,NSH@BUF,home
2023020373,20232024,COL,Crypto.com Arena,2023-12-03,08:00 PM,COL@LAK,away
2023020373,20232024,LAK,Crypto.com Arena,2023-12-03,08:00 PM,COL@LAK,home
2023020374,20232024,PIT,Wells Fargo Center,2023-12-04,07:00 PM,PIT@PHI,away
2023020374,20232024,PHI,Wells Fargo Center,2023-12-04,07:00 PM,PIT@PHI,home
2023020375,20232024,TBL,Amalie Arena,2023-12-04,07:00 PM,DAL@TBL,home
2023020375,20232024,DAL,Amalie Arena,2023-12-04,07:00 PM,DAL@TBL,away
2023020376,20232024,MTL,Centre Bell,2023-12-04,07:30 PM,SEA@MTL,home
2023020376,20232024,SEA,Centre Bell,2023-12-04,07:30 PM,SEA@MTL,away
2023020377,20232024,WPG,Canada Life Centre,2023-12-04,07:30 PM,CAR@WPG,home
2023020377,20232024,CAR,Canada Life Centre,2023-12-04,07:30 PM,CAR@WPG,away
2023020378,20232024,WSH,Mullett Arena,2023-12-04,09:00 PM,WSH@ARI,away
2023020378,20232024,ARI,Mullett Arena,2023-12-04,09:00 PM,WSH@ARI,home
2023020379,20232024,VGK,T-Mobile Arena,2023-12-04,10:00 PM,STL@VGK,home
2023020379,20232024,STL,T-Mobile Arena,2023-12-04,10:00 PM,STL@VGK,away
2023020380,20232024,BUF,KeyBank Center,2023-12-05,07:30 PM,DET@BUF,home
2023020380,20232024,DET,KeyBank Center,2023-12-05,07:30 PM,DET@BUF,away
2023020381,20232024,CBJ,Nationwide Arena,2023-12-05,07:00 PM,LAK@CBJ,home
2023020381,20232024,LAK,Nationwide Arena,2023-12-05,07:00 PM,LAK@CBJ,away
2023020382,20232024,OTT,Canadian Tire Centre,2023-12-05,07:00 PM,NYR@OTT,home
2023020382,20232024,NYR,Canadian Tire Centre,2023-12-05,07:00 PM,NYR@OTT,away
2023020383,20232024,SJS,UBS Arena,2023-12-05,07:30 PM,SJS@NYI,away
2023020383,20232024,NYI,UBS Arena,2023-12-05,07:30 PM,SJS@NYI,home
2023020384,20232024,CHI,United Center,2023-12-05,08:30 PM,NSH@CHI,home
2023020384,20232024,NSH,United Center,2023-12-05,08:30 PM,NSH@CHI,away
2023020385,20232024,CGY,Scotiabank Saddledome,2023-12-05,09:00 PM,MIN@CGY,home
2023020385,20232024,MIN,Scotiabank Saddledome,2023-12-05,09:00 PM,MIN@CGY,away
2023020386,20232024,ANA,Ball Arena,2023-12-05,09:00 PM,ANA@COL,away
2023020386,20232024,COL,Ball Arena,2023-12-05,09:00 PM,ANA@COL,home
2023020387,20232024,NJD,Rogers Arena,2023-12-05,10:00 PM,NJD@VAN,away
2023020387,20232024,VAN,Rogers Arena,2023-12-05,10:00 PM,NJD@VAN,home
2023020388,20232024,DAL,Amerant Bank Arena,2023-12-06,07:00 PM,DAL@FLA,away
2023020388,20232024,FLA,Amerant Bank Arena,2023-12-06,07:00 PM,DAL@FLA,home
2023020389,20232024,PIT,Amalie Arena,2023-12-06,07:00 PM,PIT@TBL,away
2023020389,20232024,TBL,Amalie Arena,2023-12-06,07:00 PM,PIT@TBL,home
2023020390,20232024,VGK,Enterprise Center,2023-12-06,09:00 PM,VGK@STL,away
2023020390,20232024,STL,Enterprise Center,2023-12-06,09:00 PM,VGK@STL,home
2023020391,20232024,EDM,Rogers Place,2023-12-06,09:30 PM,CAR@EDM,home
2023020391,20232024,CAR,Rogers Place,2023-12-06,09:30 PM,CAR@EDM,away
2023020392,20232024,BOS,TD Garden,2023-12-07,07:00 PM,BUF@BOS,home
2023020392,20232024,BUF,TD Garden,2023-12-07,07:00 PM,BUF@BOS,away
2023020393,20232024,DET,Little Caesars Arena,2023-12-07,07:00 PM,SJS@DET,home
2023020393,20232024,SJS,Little Caesars Arena,2023-12-07,07:00 PM,SJS@DET,away
2023020394,20232024,MTL,Centre Bell,2023-12-07,07:00 PM,LAK@MTL,home
2023020394,20232024,LAK,Centre Bell,2023-12-07,07:00 PM,LAK@MTL,away
2023020395,20232024,OTT,Canadian Tire Centre,2023-12-07,07:00 PM,TOR@OTT,home
2023020395,20232024,TOR,Canadian Tire Centre,2023-12-07,07:00 PM,TOR@OTT,away
2023020396,20232024,DAL,Capital One Arena,2023-12-07,08:00 PM,DAL@WSH,away
2023020396,20232024,WSH,Capital One Arena,2023-12-07,08:00 PM,DAL@WSH,home
2023020397,20232024,CBJ,UBS Arena,2023-12-07,07:30 PM,CBJ@NYI,away
2023020397,20232024,NYI,UBS Arena,2023-12-07,07:30 PM,CBJ@NYI,home
2023020398,20232024,TBL,Bridgestone Arena,2023-12-07,08:00 PM,TBL@NSH,away
2023020398,20232024,NSH,Bridgestone Arena,2023-12-07,08:00 PM,TBL@NSH,home
2023020399,20232024,ANA,United Center,2023-12-07,08:30 PM,ANA@CHI,away
2023020399,20232024,CHI,United Center,2023-12-07,08:30 PM,ANA@CHI,home
2023020400,20232024,PHI,Mullett Arena,2023-12-07,09:00 PM,PHI@ARI,away
2023020400,20232024,ARI,Mullett Arena,2023-12-07,09:00 PM,PHI@ARI,home
2023020401,20232024,CAR,Scotiabank Saddledome,2023-12-07,09:00 PM,CAR@CGY,away
2023020401,20232024,CGY,Scotiabank Saddledome,2023-12-07,09:00 PM,CAR@CGY,home
2023020402,20232024,COL,Ball Arena,2023-12-07,09:00 PM,WPG@COL,home
2023020402,20232024,WPG,Ball Arena,2023-12-07,09:00 PM,WPG@COL,away
2023020403,20232024,NJD,Climate Pledge Arena,2023-12-07,10:30 PM,NJD@SEA,away
2023020403,20232024,SEA,Climate Pledge Arena,2023-12-07,10:30 PM,NJD@SEA,home
2023020404,20232024,VAN,Rogers Arena,2023-12-07,10:00 PM,MIN@VAN,home
2023020404,20232024,MIN,Rogers Arena,2023-12-07,10:00 PM,MIN@VAN,away
2023020405,20232024,STL,Nationwide Arena,2023-12-08,07:00 PM,STL@CBJ,away
2023020405,20232024,CBJ,Nationwide Arena,2023-12-08,07:00 PM,STL@CBJ,home
2023020406,20232024,FLA,Amerant Bank Arena,2023-12-08,07:00 PM,PIT@FLA,home
2023020406,20232024,PIT,Amerant Bank Arena,2023-12-08,07:00 PM,PIT@FLA,away
2023020407,20232024,EDM,Rogers Place,2023-12-08,09:00 PM,MIN@EDM,home
2023020407,20232024,MIN,Rogers Place,2023-12-08,09:00 PM,MIN@EDM,away
2023020408,20232024,BOS,TD Garden,2023-12-09,01:00 PM,ARI@BOS,home
2023020408,20232024,ARI,TD Garden,2023-12-09,01:00 PM,ARI@BOS,away
2023020409,20232024,NJD,Scotiabank Saddledome,2023-12-09,04:00 PM,NJD@CGY,away
2023020409,20232024,CGY,Scotiabank Saddledome,2023-12-09,04:00 PM,NJD@CGY,home
2023020410,20232024,DAL,American Airlines Center,2023-12-09,04:00 PM,VGK@DAL,home
2023020410,20232024,VGK,American Airlines Center,2023-12-09,04:00 PM,VGK@DAL,away
2023020411,20232024,BUF,KeyBank Center,2023-12-09,07:00 PM,MTL@BUF,home
2023020411,20232024,MTL,KeyBank Center,2023-12-09,07:00 PM,MTL@BUF,away
2023020412,20232024,OTT,Little Caesars Arena,2023-12-09,07:00 PM,OTT@DET,away
2023020412,20232024,DET,Little Caesars Arena,2023-12-09,07:00 PM,OTT@DET,home
2023020413,20232024,TOR,Scotiabank Arena,2023-12-09,07:00 PM,NSH@TOR,home
2023020413,20232024,NSH,Scotiabank Arena,2023-12-09,07:00 PM,NSH@TOR,away
2023020414,20232024,WSH,Capital One Arena,2023-12-09,07:00 PM,NYR@WSH,home
2023020414,20232024,NYR,Capital One Arena,2023-12-09,07:00 PM,NYR@WSH,away
2023020415,20232024,LAK,UBS Arena,2023-12-09,07:30 PM,LAK@NYI,away
2023020415,20232024,NYI,UBS Arena,2023-12-09,07:30 PM,LAK@NYI,home
2023020416,20232024,STL,United Center,2023-12-09,08:00 PM,STL@CHI,away
2023020416,20232024,CHI,United Center,2023-12-09,08:00 PM,STL@CHI,home
2023020417,20232024,PHI,Ball Arena,2023-12-09,09:00 PM,PHI@COL,away
2023020417,20232024,COL,Ball Arena,2023-12-09,09:00 PM,PHI@COL,home
2023020418,20232024,SEA,Climate Pledge Arena,2023-12-09,10:00 PM,TBL@SEA,home
2023020418,20232024,TBL,Climate Pledge Arena,2023-12-09,10:00 PM,TBL@SEA,away
2023020419,20232024,CAR,Rogers Arena,2023-12-09,10:00 PM,CAR@VAN,away
2023020419,20232024,VAN,Rogers Arena,2023-12-09,10:00 PM,CAR@VAN,home
2023020420,20232024,CBJ,Nationwide Arena,2023-12-10,01:00 PM,FLA@CBJ,home
2023020420,20232024,FLA,Nationwide Arena,2023-12-10,01:00 PM,FLA@CBJ,away
2023020421,20232024,EDM,Rogers Place,2023-12-10,04:00 PM,NJD@EDM,home
2023020421,20232024,NJD,Rogers Place,2023-12-10,04:00 PM,NJD@EDM,away
2023020422,20232024,CHI,United Center,2023-12-10,07:00 PM,WSH@CHI,home
2023020422,20232024,WSH,United Center,2023-12-10,07:00 PM,WSH@CHI,away
2023020423,20232024,MTL,Centre Bell,2023-12-10,07:00 PM,NSH@MTL,home
2023020423,20232024,NSH,Centre Bell,2023-12-10,07:00 PM,NSH@MTL,away
2023020424,20232024,NYR,Madison Square Garden,2023-12-10,07:00 PM,LAK@NYR,home
2023020424,20232024,LAK,Madison Square Garden,2023-12-10,07:00 PM,LAK@NYR,away
2023020425,20232024,ANA,Honda Center,2023-12-10,08:00 PM,WPG@ANA,home
2023020425,20232024,WPG,Honda Center,2023-12-10,08:00 PM,WPG@ANA,away
2023020426,20232024,MIN,Climate Pledge Arena,2023-12-10,09:00 PM,MIN@SEA,away
2023020426,20232024,SEA,Climate Pledge Arena,2023-12-10,09:00 PM,MIN@SEA,home
2023020427,20232024,SJS,T-Mobile Arena,2023-12-10,10:00 PM,SJS@VGK,away
2023020427,20232024,VGK,T-Mobile Arena,2023-12-10,10:00 PM,SJS@VGK,home
2023020428,20232024,BUF,KeyBank Center,2023-12-11,07:00 PM,ARI@BUF,home
2023020428,20232024,ARI,KeyBank Center,2023-12-11,07:00 PM,ARI@BUF,away
2023020429,20232024,TOR,UBS Arena,2023-12-11,07:00 PM,TOR@NYI,away
2023020429,20232024,NYI,UBS Arena,2023-12-11,07:00 PM,TOR@NYI,home
2023020430,20232024,DAL,American Airlines Center,2023-12-11,08:00 PM,DET@DAL,home
2023020430,20232024,DET,American Airlines Center,2023-12-11,08:00 PM,DET@DAL,away
2023020431,20232024,CGY,Ball Arena,2023-12-11,09:30 PM,CGY@COL,away
2023020431,20232024,COL,Ball Arena,2023-12-11,09:30 PM,CGY@COL,home
2023020432,20232024,TOR,Madison Square Garden,2023-12-12,07:00 PM,TOR@NYR,away
2023020432,20232024,NYR,Madison Square Garden,2023-12-12,07:00 PM,TOR@NYR,home
2023020433,20232024,OTT,Canadian Tire Centre,2023-12-12,07:00 PM,CAR@OTT,home
2023020433,20232024,CAR,Canadian Tire Centre,2023-12-12,07:00 PM,CAR@OTT,away
2023020434,20232024,PIT,PPG Paints Arena,2023-12-12,07:00 PM,ARI@PIT,home
2023020434,20232024,ARI,PPG Paints Arena,2023-12-12,07:00 PM,ARI@PIT,away
2023020435,20232024,NSH,Bridgestone Arena,2023-12-12,08:00 PM,PHI@NSH,home
2023020435,20232024,PHI,Bridgestone Arena,2023-12-12,08:00 PM,PHI@NSH,away
2023020436,20232024,DET,Enterprise Center,2023-12-12,07:30 PM,DET@STL,away
2023020436,20232024,STL,Enterprise Center,2023-12-12,07:30 PM,DET@STL,home
2023020437,20232024,CHI,Rogers Place,2023-12-12,10:00 PM,CHI@EDM,away
2023020437,20232024,EDM,Rogers Place,2023-12-12,10:00 PM,CHI@EDM,home
2023020438,20232024,SEA,Climate Pledge Arena,2023-12-12,10:00 PM,FLA@SEA,home
2023020438,20232024,FLA,Climate Pledge Arena,2023-12-12,10:00 PM,FLA@SEA,away
2023020439,20232024,TBL,Rogers Arena,2023-12-12,10:00 PM,TBL@VAN,away
2023020439,20232024,VAN,Rogers Arena,2023-12-12,10:00 PM,TBL@VAN,home
2023020440,20232024,VGK,T-Mobile Arena,2023-12-12,10:00 PM,CGY@VGK,home
2023020440,20232024,CGY,T-Mobile Arena,2023-12-12,10:00 PM,CGY@VGK,away
2023020441,20232024,SJS,SAP Center at San Jose,2023-12-12,10:30 PM,WPG@SJS,home
2023020441,20232024,WPG,SAP Center at San Jose,2023-12-12,10:30 PM,WPG@SJS,away
2023020442,20232024,PIT,Centre Bell,2023-12-13,07:00 PM,PIT@MTL,away
2023020442,20232024,MTL,Centre Bell,2023-12-13,07:00 PM,PIT@MTL,home
2023020443,20232024,BOS,Prudential Center,2023-12-13,07:30 PM,BOS@NJD,away
2023020443,20232024,NJD,Prudential Center,2023-12-13,07:30 PM,BOS@NJD,home
2023020444,20232024,ANA,UBS Arena,2023-12-13,07:30 PM,ANA@NYI,away
2023020444,20232024,NYI,UBS Arena,2023-12-13,07:30 PM,ANA@NYI,home
2023020445,20232024,COL,Ball Arena,2023-12-13,10:00 PM,BUF@COL,home
2023020445,20232024,BUF,Ball Arena,2023-12-13,10:00 PM,BUF@COL,away
2023020446,20232024,WPG,Crypto.com Arena,2023-12-13,10:30 PM,WPG@LAK,away
2023020446,20232024,LAK,Crypto.com Arena,2023-12-13,10:30 PM,WPG@LAK,home
2023020447,20232024,DET,Little Caesars Arena,2023-12-14,07:30 PM,CAR@DET,home
2023020447,20232024,CAR,Little Caesars Arena,2023-12-14,07:30 PM,CAR@DET,away
2023020448,20232024,WSH,Wells Fargo Center,2023-12-14,07:00 PM,WSH@PHI,away
2023020448,20232024,PHI,Wells Fargo Center,2023-12-14,07:00 PM,WSH@PHI,home
2023020449,20232024,TOR,Scotiabank Arena,2023-12-14,07:00 PM,CBJ@TOR,home
2023020449,20232024,CBJ,Scotiabank Arena,2023-12-14,07:00 PM,CBJ@TOR,away
2023020450,20232024,MIN,Xcel Energy Center,2023-12-14,08:00 PM,CGY@MIN,home
2023020450,20232024,CGY,Xcel Energy Center,2023-12-14,08:00 PM,CGY@MIN,away
2023020451,20232024,STL,Enterprise Center,2023-12-14,08:00 PM,OTT@STL,home
2023020451,20232024,OTT,Enterprise Center,2023-12-14,08:00 PM,OTT@STL,away
2023020452,20232024,EDM,Rogers Place,2023-12-14,09:00 PM,TBL@EDM,home
2023020452,20232024,TBL,Rogers Place,2023-12-14,09:00 PM,TBL@EDM,away
2023020453,20232024,SEA,Climate Pledge Arena,2023-12-14,10:00 PM,CHI@SEA,home
2023020453,20232024,CHI,Climate Pledge Arena,2023-12-14,10:00 PM,CHI@SEA,away
2023020454,20232024,FLA,Rogers Arena,2023-12-14,10:00 PM,FLA@VAN,away
2023020454,20232024,VAN,Rogers Arena,2023-12-14,10:00 PM,FLA@VAN,home
2023020455,20232024,NSH,PNC Arena,2023-12-15,07:30 PM,NSH@CAR,away
2023020455,20232024,CAR,PNC Arena,2023-12-15,07:30 PM,NSH@CAR,home
2023020456,20232024,ANA,Madison Square Garden,2023-12-15,07:00 PM,ANA@NYR,away
2023020456,20232024,NYR,Madison Square Garden,2023-12-15,07:00 PM,ANA@NYR,home
2023020457,20232024,NYI,UBS Arena,2023-12-15,07:30 PM,BOS@NYI,home
2023020457,20232024,BOS,UBS Arena,2023-12-15,07:30 PM,BOS@NYI,away
2023020458,20232024,DAL,American Airlines Center,2023-12-15,08:00 PM,OTT@DAL,home
2023020458,20232024,OTT,American Airlines Center,2023-12-15,08:00 PM,OTT@DAL,away
2023020459,20232024,ARI,Mullett Arena,2023-12-15,09:00 PM,SJS@ARI,home
2023020459,20232024,SJS,Mullett Arena,2023-12-15,09:00 PM,SJS@ARI,away
2023020460,20232024,VGK,T-Mobile Arena,2023-12-15,10:00 PM,BUF@VGK,home
2023020460,20232024,BUF,T-Mobile Arena,2023-12-15,10:00 PM,BUF@VGK,away
2023020461,20232024,VAN,Xcel Energy Center,2023-12-16,02:00 PM,VAN@MIN,away
2023020461,20232024,MIN,Xcel Energy Center,2023-12-16,02:00 PM,VAN@MIN,home
2023020462,20232024,BOS,TD Garden,2023-12-16,07:00 PM,NYR@BOS,home
2023020462,20232024,NYR,TD Garden,2023-12-16,07:00 PM,NYR@BOS,away
2023020463,20232024,NJD,Nationwide Arena,2023-12-16,07:00 PM,NJD@CBJ,away
2023020463,20232024,CBJ,Nationwide Arena,2023-12-16,07:00 PM,NJD@CBJ,home
2023020464,20232024,MTL,Centre Bell,2023-12-16,07:00 PM,NYI@MTL,home
2023020464,20232024,NYI,Centre Bell,2023-12-16,07:00 PM,NYI@MTL,away
2023020465,20232024,PHI,Wells Fargo Center,2023-12-16,07:00 PM,DET@PHI,home
2023020465,20232024,DET,Wells Fargo Center,2023-12-16,07:00 PM,DET@PHI,away
2023020466,20232024,PIT,Scotiabank Arena,2023-12-16,07:00 PM,PIT@TOR,away
2023020466,20232024,TOR,Scotiabank Arena,2023-12-16,07:00 PM,PIT@TOR,home
2023020467,20232024,COL,Canada Life Centre,2023-12-16,07:00 PM,COL@WPG,away
2023020467,20232024,WPG,Canada Life Centre,2023-12-16,07:00 PM,COL@WPG,home
2023020468,20232024,WSH,Bridgestone Arena,2023-12-16,08:00 PM,WSH@NSH,away
2023020468,20232024,NSH,Bridgestone Arena,2023-12-16,08:00 PM,WSH@NSH,home
2023020469,20232024,DAL,Enterprise Center,2023-12-16,08:00 PM,DAL@STL,away
2023020469,20232024,STL,Enterprise Center,2023-12-16,08:00 PM,DAL@STL,home
2023020470,20232024,ARI,Mullett Arena,2023-12-16,09:00 PM,BUF@ARI,home
2023020470,20232024,BUF,Mullett Arena,2023-12-16,09:00 PM,BUF@ARI,away
2023020471,20232024,CGY,Scotiabank Saddledome,2023-12-16,10:00 PM,TBL@CGY,home
2023020471,20232024,TBL,Scotiabank Saddledome,2023-12-16,10:00 PM,TBL@CGY,away
2023020472,20232024,FLA,Rogers Place,2023-12-16,10:00 PM,FLA@EDM,away
2023020472,20232024,EDM,Rogers Place,2023-12-16,10:00 PM,FLA@EDM,home
2023020473,20232024,LAK,Climate Pledge Arena,2023-12-16,10:00 PM,LAK@SEA,away
2023020473,20232024,SEA,Climate Pledge Arena,2023-12-16,10:00 PM,LAK@SEA,home
2023020474,20232024,CHI,United Center,2023-12-17,03:00 PM,VAN@CHI,home
2023020474,20232024,VAN,United Center,2023-12-17,03:00 PM,VAN@CHI,away
